age,gender,region,tenure_years,annual_income,credit_score,account_balance,monthly_salary_deposit,avg_monthly_spend,num_products,has_credit_card,has_mortgage,has_personal_loan,has_investment_account,credit_card_monthly_usage,mobile_app_logins_per_month,online_banking_logins_per_month,branch_visits_per_quarter,customer_service_calls,complaints_last_12m,late_payment_count,balance_change_6m_pct,transaction_count_monthly,digital_engagement_score,churn
29,Female,Ontario,7,63836.57,673,13943.27,5857.54,3239.77,1,1,1,1,0,1864.87,40,32,7,2,0,1,-19.69,39,37.2,0
61,Male,British Columbia,15,86868.1,591,62569.76,6422.81,2428.93,1,1,0,0,0,2317.57,27,18,7,2,0,0,9.98,35,23.85,0
33,Male,Alberta,10,87064.76,609,30685.09,7476.8,2231.98,1,1,0,0,0,2402.04,34,20,5,1,1,0,-14.81,37,29.1,0
75,Male,Quebec,8,105952.48,846,0.0,9536.6,4033.24,2,1,0,1,0,569.84,10,8,2,1,0,1,-0.54,29,9.3,0
70,Female,Ontario,6,68613.11,727,63763.55,5479.77,3566.1,2,1,1,0,0,3367.79,43,22,7,2,1,0,-10.3,15,35.65,0
45,Male,Alberta,12,78148.71,824,100862.94,6523.5,3050.17,1,0,0,0,0,0.0,23,20,8,1,0,0,7.83,14,21.95,0
71,Male,British Columbia,7,93941.05,702,42654.22,7397.97,3135.29,3,1,0,0,0,5027.18,35,9,5,4,0,0,-1.54,20,25.9,0
70,Male,Ontario,6,96971.02,561,20219.18,8237.99,2638.75,2,0,1,0,0,0.0,15,28,8,3,1,0,-16.49,25,19.55,0
46,Male,British Columbia,3,93476.74,702,41334.38,7833.78,3722.48,3,0,0,0,1,0.0,23,26,6,3,1,0,24.29,17,24.05,0
58,Female,Ontario,7,63670.22,850,52474.36,3934.67,1751.82,1,0,0,0,1,0.0,38,4,4,3,0,0,-5.44,26,26.1,0
70,Male,British Columbia,2,106075.16,835,0.0,8153.17,3711.44,2,1,0,0,0,1655.97,13,10,1,4,1,1,8.08,18,11.95,0
65,Female,Ontario,0,132986.76,633,61209.64,10413.88,1454.77,1,1,0,0,0,1215.35,22,19,4,1,1,0,10.57,32,20.95,1
62,Male,Alberta,4,78237.24,575,81351.7,6384.35,3696.3,1,1,1,0,0,1164.44,17,18,4,3,0,0,-15.51,29,17.35,1
24,Male,Ontario,5,73022.87,577,13419.21,6113.15,1801.74,2,0,0,0,0,0.0,34,25,6,4,2,0,-6.4,20,30.85,0
30,Male,Alberta,10,67483.4,764,18084.81,6115.37,4492.04,1,1,0,1,0,3597.23,18,22,4,0,1,1,-32.07,27,19.4,0
74,Female,Ontario,3,69732.99,818,40132.38,4608.95,1599.45,2,1,0,0,0,1484.36,21,28,3,2,1,0,12.39,26,23.45,0
58,Male,Ontario,6,116948.2,720,51593.52,9405.5,4378.97,3,1,0,0,0,1194.84,44,6,4,1,0,0,-3.41,42,30.7,0
22,Male,British Columbia,15,120206.64,616,12203.41,9485.63,5177.94,2,1,0,0,1,3156.6,0,9,0,1,0,0,-16.09,22,3.15,0
29,Male,British Columbia,13,96390.1,654,27078.29,8864.1,548.58,2,1,0,1,1,756.27,6,28,2,2,2,0,-2.0,51,13.7,0
33,Male,Ontario,0,128650.53,665,90885.73,11632.41,3758.82,2,0,0,1,0,0.0,32,17,4,2,1,2,-16.62,40,26.75,0
63,Female,Alberta,12,25000.0,734,35190.65,2031.85,50.0,3,1,1,0,0,2214.5,44,14,1,2,1,1,-8.51,29,33.5,0
31,Female,Ontario,8,64346.35,612,68980.96,5246.01,2555.09,2,1,0,0,0,440.85,42,23,7,0,0,0,3.52,45,35.35,0
53,Male,Quebec,10,69474.64,654,46189.7,5030.45,4792.41,3,1,0,0,1,3492.57,18,8,8,1,3,0,10.72,32,14.5,0
46,Male,Ontario,12,75835.89,653,45458.04,6191.79,4739.8,1,1,1,0,1,2506.56,32,7,6,1,0,1,4.97,42,23.25,0
71,Male,Alberta,13,99871.8,659,46938.27,7331.64,1583.09,3,0,1,0,0,0.0,41,21,4,0,1,0,2.75,38,34.0,0
75,Male,British Columbia,12,62299.59,812,42700.04,5618.11,1646.41,2,1,0,0,1,2145.24,42,0,4,2,0,0,1.89,25,27.3,0
74,Male,Alberta,12,80510.15,845,64458.95,7375.2,3251.09,3,1,0,0,0,1726.84,37,25,4,4,0,0,0.09,25,32.8,0
52,Male,Ontario,4,105476.21,660,47893.56,8213.97,3032.06,1,1,0,0,0,2542.01,5,21,6,1,0,0,-0.64,43,10.6,0
39,Male,Quebec,1,130004.9,808,29764.09,10967.19,2573.16,2,1,1,0,1,0.0,36,11,2,0,0,0,13.13,38,27.25,0
33,Female,Ontario,5,117119.92,558,71398.16,10097.34,325.4,3,1,0,0,0,0.0,42,21,7,1,2,0,-3.22,49,34.65,1
53,Female,Ontario,8,60856.43,650,49445.91,5582.5,3842.53,3,1,0,0,1,1285.94,2,7,4,0,1,0,29.6,10,3.75,0
60,Female,Ontario,11,92482.04,675,1142.84,7870.63,4764.64,3,1,0,1,0,4027.68,15,19,1,1,0,2,16.13,36,16.4,0
29,Female,British Columbia,15,92818.86,808,17099.96,6634.48,2006.5,2,1,0,0,1,2093.65,19,13,7,0,1,0,7.22,35,16.9,0
33,Male,Ontario,15,103601.77,768,67722.99,9358.06,1424.03,2,1,0,0,0,3489.55,17,20,7,1,0,0,-3.88,48,18.05,0
60,Male,British Columbia,8,100616.95,829,27802.31,8307.21,2653.84,2,1,1,0,1,3043.71,26,29,2,5,1,0,-0.83,34,27.05,0
43,Female,Ontario,1,88318.57,643,77365.97,8548.95,5832.77,1,0,1,1,0,0.0,24,20,2,1,1,1,-1.84,31,22.6,0
24,Female,Ontario,6,97425.72,670,66369.08,7837.08,1987.74,2,1,0,0,1,3725.62,1,26,2,3,1,0,-8.75,42,9.75,0
73,Male,British Columbia,6,110899.17,716,81767.3,9418.14,4183.25,1,0,0,0,0,0.0,40,19,1,1,0,0,-9.24,43,32.65,0
60,Female,Alberta,14,49960.66,678,18612.73,3929.73,3984.1,1,0,0,0,0,0.0,2,7,5,1,1,0,-14.76,31,3.75,0
28,Male,Ontario,2,44995.31,657,3614.53,3473.35,1719.09,3,1,1,0,0,1061.67,3,19,0,1,2,0,4.09,57,8.6,0
63,Female,Ontario,12,69221.94,628,9674.11,5371.24,1440.64,2,1,0,0,0,2660.94,4,14,4,2,1,0,-16.31,27,7.5,0
62,Female,Quebec,10,33615.2,694,10705.67,2964.59,3345.25,2,1,1,0,1,1394.44,44,19,7,2,0,0,-11.94,56,35.25,0
53,Male,Quebec,12,80293.7,704,45186.77,7292.23,5552.81,3,1,0,0,0,2586.44,24,22,3,2,0,1,-3.09,28,23.3,0
47,Female,Quebec,10,80235.94,741,44187.76,6804.23,2398.46,3,1,0,0,0,2144.43,35,34,8,1,0,0,-4.57,16,34.65,0
36,Male,Ontario,6,99278.92,657,47169.26,9352.31,2236.55,2,0,1,1,0,0.0,9,1,2,1,0,0,-13.2,27,6.2,0
42,Female,Quebec,12,103184.97,676,73190.71,9345.84,4756.4,4,0,0,0,0,0.0,44,8,5,3,0,1,11.61,30,31.4,0
71,Female,Quebec,0,25000.0,850,19344.21,2121.0,3631.68,2,1,0,0,0,2880.06,37,13,8,3,0,0,17.11,21,28.6,0
50,Male,Alberta,10,78776.08,709,106104.05,6882.9,1505.54,2,1,0,1,0,1346.86,11,25,5,2,1,0,-14.81,36,15.9,0
69,Male,Alberta,10,80346.35,567,27405.96,7041.62,2159.36,3,1,0,0,0,1827.58,1,23,3,1,0,1,-6.08,18,8.7,0
69,Female,Quebec,14,121159.68,649,30958.05,9956.85,2342.56,3,1,1,0,1,2084.62,29,24,8,2,0,0,23.5,1,27.25,0
60,Male,Ontario,4,68339.11,735,42454.17,4763.54,2537.89,4,0,0,1,0,0.0,20,0,5,4,0,0,4.26,31,13.0,0
25,Female,Alberta,3,97730.78,586,34223.16,7813.81,1484.99,3,1,0,0,1,0.0,16,17,3,3,0,0,6.73,30,16.35,0
71,Female,Ontario,2,25000.0,770,47585.28,1562.14,2161.52,3,0,0,1,1,0.0,13,13,6,3,0,0,-3.77,39,13.0,0
38,Male,Alberta,4,66511.03,807,30140.13,5586.51,4324.6,2,1,0,0,0,939.66,25,11,6,3,0,1,-8.46,19,20.1,0
40,Female,Ontario,12,107171.11,719,42653.01,9735.43,1754.18,3,0,0,0,0,0.0,35,22,6,0,0,0,20.46,24,30.45,0
28,Male,Quebec,0,63921.73,695,0.0,5373.26,1459.29,2,0,0,0,1,0.0,14,1,4,1,2,0,10.56,39,9.45,0
25,Male,Ontario,2,38095.62,716,32921.55,2802.86,2512.63,3,0,0,1,0,0.0,5,24,6,2,0,0,-1.21,13,11.65,0
50,Male,British Columbia,15,92036.27,745,46880.73,7760.08,3680.49,3,1,1,0,1,3018.87,25,5,7,1,0,0,33.8,16,18.0,0
49,Female,Alberta,8,112292.63,630,4597.58,9031.35,4653.98,2,1,0,0,0,1390.89,18,34,4,2,0,0,14.79,64,23.6,0
66,Male,Alberta,13,118970.3,690,41822.7,8948.9,3316.74,1,1,0,0,0,1119.22,8,34,1,2,0,0,-12.85,40,17.1,0
44,Female,Quebec,7,25000.0,761,13213.58,2517.92,5419.05,1,1,0,1,0,3072.2,26,18,4,3,1,0,15.25,31,23.2,0
44,Female,British Columbia,6,83022.03,623,0.0,6311.58,4811.0,2,1,0,0,1,1939.05,31,2,6,1,0,1,-18.13,21,20.85,0
75,Male,British Columbia,0,113769.62,801,24775.21,10156.32,50.0,1,1,0,0,0,1311.64,26,15,1,5,0,2,-9.79,37,22.15,1
63,Female,Ontario,15,62305.7,694,34721.19,3923.12,5198.17,2,1,0,1,1,1976.69,27,20,0,3,0,0,-1.42,35,24.55,0
75,Male,Quebec,10,65216.87,638,47225.87,3882.75,3071.34,3,1,0,0,0,3270.72,40,33,8,5,0,2,-21.33,25,37.55,0
73,Female,Quebec,10,93794.83,656,4326.56,8232.45,3640.68,3,1,1,0,0,1825.03,25,16,6,2,1,0,-12.51,34,21.85,0
66,Female,Quebec,11,92792.21,598,57275.9,8245.23,2304.02,1,1,0,0,0,2115.08,10,2,8,5,0,0,-11.41,42,7.2,0
27,Female,British Columbia,10,106182.05,683,80378.72,8585.75,502.46,2,0,0,1,1,0.0,20,24,2,0,2,1,-6.96,20,21.4,0
47,Female,Ontario,13,80056.97,609,7072.29,7392.61,1302.68,1,1,0,0,0,1790.6,43,24,2,0,1,0,-21.48,7,36.35,0
66,Male,Alberta,9,96876.76,846,76819.32,8338.46,3136.26,1,1,0,0,0,1998.66,44,15,7,2,0,0,-10.2,10,33.85,0
32,Female,Ontario,2,96486.74,678,23320.47,8067.68,4381.26,3,1,0,0,1,1478.51,6,13,7,3,0,0,0.14,27,8.45,0
29,Male,Alberta,4,46137.16,721,50841.36,3904.99,50.0,3,1,0,0,0,1442.19,5,28,1,1,0,0,-26.44,22,13.05,1
59,Female,British Columbia,8,124065.58,800,48922.0,9513.53,4183.1,1,1,0,0,1,1986.34,15,12,5,4,0,0,-7.61,23,13.95,0
64,Female,Quebec,4,36955.75,736,0.0,4304.98,4682.72,3,1,0,0,1,117.86,7,3,4,0,0,2,-10.67,30,5.6,0
29,Female,Ontario,9,123436.41,778,0.0,10223.35,2360.25,2,0,0,0,1,0.0,15,28,3,2,0,1,9.85,23,19.55,1
62,Male,British Columbia,4,129402.14,618,14610.73,9503.24,2271.78,2,0,0,0,0,0.0,43,22,0,1,0,1,-10.97,21,35.65,0
55,Male,British Columbia,1,62688.99,552,34715.59,4632.22,1752.79,3,0,0,0,0,0.0,10,0,5,2,0,0,6.28,42,6.5,0
45,Male,Ontario,6,89919.97,600,31176.3,7028.06,2047.33,2,0,1,0,1,0.0,1,17,2,1,0,0,5.23,23,6.6,0
48,Male,Quebec,14,120733.43,756,23133.84,9535.64,2931.94,2,0,0,0,1,0.0,15,23,1,0,0,0,3.12,41,17.8,0
34,Female,British Columbia,1,80317.55,618,31877.43,6891.69,2359.77,2,1,1,1,0,1186.65,3,31,7,1,0,0,4.04,37,12.8,0
28,Female,British Columbia,13,63774.48,659,24982.39,4600.66,1341.46,1,1,0,0,0,1941.92,21,16,6,1,1,2,-2.41,26,19.25,0
42,Male,Ontario,3,65661.49,817,29702.33,4712.48,3281.25,2,1,0,0,0,1652.92,39,19,7,1,0,1,3.05,39,32.0,0
30,Female,Ontario,10,60191.78,797,0.0,5238.44,2769.56,2,1,0,1,0,541.91,8,30,7,1,0,0,-1.03,37,15.7,0
47,Male,Ontario,0,42616.45,701,58255.86,2812.38,50.0,4,1,0,1,0,521.87,20,18,4,4,0,0,-12.21,28,19.3,0
48,Female,Ontario,0,89001.12,731,90240.39,7383.62,2272.05,1,1,0,0,0,1716.3,16,1,6,5,0,0,7.77,48,10.75,0
37,Male,Quebec,7,69750.36,626,69884.65,4663.92,50.0,2,1,1,1,0,1159.65,36,18,6,2,0,0,3.09,20,29.7,0
49,Female,Quebec,1,103377.02,511,0.0,7750.93,959.93,1,1,0,0,1,2536.43,5,22,7,1,0,0,-18.15,51,10.95,0
39,Female,British Columbia,12,36067.25,785,65267.45,2358.91,3921.54,1,1,0,0,1,3382.94,11,7,4,0,0,0,2.61,40,9.6,0
24,Female,Alberta,8,45274.35,832,58049.93,3757.81,3694.39,2,1,1,0,0,1216.75,24,18,3,0,2,1,11.26,37,21.9,0
28,Male,Ontario,3,83515.25,686,41584.55,7667.58,4921.01,1,1,0,0,0,2388.17,36,7,0,2,0,0,13.49,10,25.85,0
38,Male,Quebec,6,98429.87,526,0.0,7956.38,4041.64,1,1,0,0,0,1262.21,29,15,3,1,0,1,-19.33,36,24.1,1
49,Male,Alberta,0,120915.31,639,0.0,10202.36,1321.37,1,1,0,0,1,648.19,16,30,2,4,1,0,-11.17,40,20.9,0
27,Male,British Columbia,8,96484.64,576,5932.58,8448.91,2581.11,3,0,0,0,1,0.0,27,12,4,1,0,0,-2.75,17,21.75,0
68,Female,British Columbia,3,42626.46,818,32523.92,3347.94,3133.77,1,0,0,0,0,0.0,18,29,6,3,1,0,10.72,25,21.85,0
72,Male,British Columbia,7,63292.18,813,54820.55,4875.55,1867.03,1,0,1,0,0,0.0,35,16,5,3,0,1,0.38,19,28.35,0
69,Female,Quebec,11,105407.42,712,64756.18,9038.14,2193.27,1,1,0,0,0,1195.18,7,3,0,2,0,0,-4.33,32,5.6,0
68,Male,Ontario,7,91737.57,562,41271.46,7225.55,5066.55,1,1,0,0,0,1457.03,21,34,1,2,0,0,-19.46,4,25.55,1
50,Male,Ontario,6,52298.19,750,46770.66,4877.54,1688.87,2,1,0,0,0,1283.76,27,3,6,1,1,0,-3.71,32,18.6,0
63,Male,Ontario,6,71635.83,680,42739.04,4889.79,1602.49,1,0,0,1,0,0.0,31,2,7,1,0,0,-5.96,4,20.85,0
26,Male,Quebec,15,70126.6,682,24059.38,4530.76,2052.85,1,1,0,0,0,2517.48,43,33,4,3,0,0,12.11,19,39.5,0
44,Male,Ontario,4,108908.69,591,6620.59,9702.37,3268.4,1,0,0,0,0,0.0,1,13,6,1,1,1,-5.84,22,5.2,1
63,Male,British Columbia,0,112896.98,757,56745.46,9817.07,1459.84,2,0,0,0,0,0.0,37,34,7,0,0,0,12.54,29,35.95,0
49,Male,Ontario,11,97433.43,643,35106.34,7701.88,4381.67,2,1,1,0,0,259.68,34,5,5,1,1,0,2.47,21,23.85,0
73,Male,Alberta,11,92896.17,647,43896.72,7065.62,3698.16,2,1,0,1,0,2148.78,3,12,2,1,0,1,21.0,28,6.15,0
70,Male,British Columbia,0,82069.81,767,38748.26,5818.29,1505.79,3,1,0,0,0,2660.84,44,6,7,3,0,0,-5.47,19,30.7,0
29,Female,Ontario,10,51162.38,850,79884.0,3897.91,1138.51,3,1,0,0,0,40.29,30,33,8,0,0,1,0.97,33,31.05,0
22,Male,Ontario,14,152360.31,746,14801.12,12400.32,400.37,1,1,1,0,0,290.45,7,25,0,3,1,0,-5.72,23,13.3,0
56,Male,British Columbia,12,87266.45,736,26201.84,7340.22,4507.11,1,1,1,0,0,1613.15,0,33,2,0,0,1,-1.63,29,11.55,0
21,Male,Ontario,3,61641.98,618,86512.32,4090.93,4822.9,1,0,0,0,1,0.0,27,31,2,2,0,0,2.17,43,28.4,0
65,Male,British Columbia,7,39462.52,623,73095.3,2513.44,1524.72,2,1,0,0,0,1886.04,10,11,8,2,0,0,12.64,24,10.35,0
37,Female,Quebec,8,112179.31,700,58492.42,8722.26,3078.94,3,1,0,1,0,1616.38,39,11,2,0,0,0,6.16,1,29.2,0
47,Female,Quebec,8,138600.88,527,68679.93,12060.4,3153.55,3,1,0,0,0,2524.44,3,9,8,4,0,0,-3.71,36,5.1,0
43,Female,Ontario,9,96524.95,786,0.0,7571.77,1782.16,2,1,0,0,1,3306.47,34,23,3,1,0,0,23.99,18,30.15,0
68,Male,Quebec,4,116823.04,850,71027.65,9014.61,3769.49,2,1,0,0,1,1448.08,25,28,6,0,0,2,-0.02,44,26.05,0
65,Female,British Columbia,2,128590.71,660,38891.07,10657.02,3023.2,2,1,0,0,0,3548.67,40,29,4,2,0,0,9.8,26,36.15,0
48,Female,British Columbia,5,128369.42,619,11296.24,11580.33,3910.73,2,1,0,0,0,1673.11,12,3,2,0,0,0,-10.62,26,8.85,1
33,Male,British Columbia,3,131681.17,779,72153.49,11328.07,3304.4,1,0,1,1,0,0.0,15,20,3,1,0,0,4.43,33,16.75,0
67,Female,Ontario,13,91480.36,649,24156.77,8118.64,1758.39,4,1,0,1,1,3004.82,26,30,4,3,1,0,22.01,36,27.4,0
22,Female,British Columbia,15,70104.87,736,29762.19,6380.15,4318.4,2,1,0,0,1,2279.98,8,30,6,1,0,0,-17.23,16,15.7,0
65,Male,Alberta,3,65043.74,682,76361.41,5452.58,1299.99,1,1,1,0,0,2009.93,32,3,4,1,0,1,-3.23,43,21.85,0
47,Female,Ontario,14,83258.3,774,25571.91,6749.74,3470.21,1,1,0,1,1,542.16,44,13,4,4,0,2,14.65,38,33.15,1
38,Female,Quebec,1,72734.16,658,16513.12,6328.95,2471.39,3,1,0,0,0,1011.57,28,26,4,2,0,0,-15.79,50,27.3,0
24,Male,British Columbia,2,25000.0,750,47627.78,2346.16,670.57,2,1,0,0,0,701.07,6,30,4,1,0,0,12.34,34,14.4,0
57,Female,Quebec,6,132238.05,671,66108.47,11697.77,2427.39,1,1,1,0,0,2153.98,7,1,4,5,0,0,-2.25,18,4.9,0
45,Male,British Columbia,6,83523.69,569,42488.99,7325.6,3346.2,2,1,0,0,0,3010.55,25,3,6,0,0,4,-3.1,12,17.3,1
75,Female,British Columbia,13,102736.03,694,31018.47,10148.74,3669.33,3,1,1,0,0,2782.33,2,11,8,3,0,1,-9.83,32,5.15,0
52,Female,Ontario,15,82284.92,761,56799.2,6039.94,3830.78,2,1,1,0,1,4450.7,35,5,3,0,0,1,6.27,12,24.5,0
50,Male,British Columbia,13,82740.22,833,22312.46,7040.18,4020.8,4,0,0,0,1,0.0,8,25,4,3,1,0,6.61,18,13.95,0
74,Male,Ontario,14,39184.6,722,25789.9,2743.15,2922.52,1,1,0,0,1,2167.15,33,16,8,2,0,0,6.94,1,27.05,0
35,Female,British Columbia,12,93331.35,765,0.0,7375.64,2007.91,1,1,1,0,0,2261.45,24,25,4,2,0,0,4.17,23,24.35,0
64,Male,Ontario,7,49805.05,850,68349.6,3433.05,2975.23,1,0,0,1,0,0.0,14,9,2,1,1,1,17.62,17,12.25,0
47,Male,Quebec,10,95765.47,767,53369.93,7258.74,2070.14,2,1,1,1,0,3020.04,3,6,8,2,0,0,-11.48,41,4.05,0
73,Female,Alberta,10,101546.58,609,20431.36,8250.33,2238.93,3,1,0,0,1,3023.03,33,5,4,4,0,0,4.73,41,23.2,0
27,Female,British Columbia,14,60657.57,710,72661.43,4487.4,2804.07,2,1,0,0,0,1905.81,35,12,8,3,0,1,28.89,7,26.95,0
51,Male,British Columbia,4,89767.49,758,26589.77,6894.96,1721.48,2,1,0,0,0,4709.71,13,15,7,0,0,0,25.06,39,13.7,0
73,Female,Ontario,5,76172.98,698,20804.68,5702.1,2296.04,2,1,0,0,0,1451.97,11,26,3,3,0,0,4.4,43,16.25,0
47,Female,British Columbia,1,41540.66,789,10466.3,4149.55,2895.18,1,1,0,0,1,2177.33,8,10,3,2,0,0,-16.01,8,8.7,0
23,Female,Quebec,10,84705.09,650,5820.25,6958.27,746.9,2,0,0,0,0,0.0,37,1,5,0,0,1,-12.13,35,24.4,0
73,Female,Ontario,11,25000.0,686,73324.03,2564.24,3819.56,1,1,0,0,0,2842.38,13,7,3,2,0,0,6.94,41,10.9,0
28,Female,Ontario,13,28974.6,850,62318.42,1783.0,3056.04,2,1,0,0,0,58.39,14,2,1,2,1,2,-5.81,27,9.8,0
49,Male,Quebec,0,79518.29,676,3201.86,5610.16,1336.48,2,1,0,0,1,2922.12,36,13,5,1,0,0,10.19,18,27.95,0
55,Female,Ontario,12,85065.49,841,49430.43,6284.36,587.77,1,1,1,0,0,1474.39,39,8,0,3,0,0,-3.07,28,28.15,0
57,Male,Ontario,1,25000.0,773,49715.79,2235.78,3410.77,4,1,0,1,0,209.01,32,3,3,3,0,0,19.63,18,21.85,0
57,Female,British Columbia,15,97161.35,622,22975.51,9157.13,2480.61,1,1,0,1,0,2111.65,8,31,3,0,1,0,-5.28,22,16.05,0
42,Female,Quebec,14,95979.22,707,2976.19,7942.27,2592.92,4,0,1,0,0,0.0,44,7,0,3,0,1,-7.58,12,31.05,0
26,Female,British Columbia,6,55163.13,660,31194.49,4489.67,3114.83,1,1,0,0,1,2753.44,36,0,3,1,0,0,-15.78,26,23.4,0
64,Male,Quebec,12,98332.81,771,68723.12,7954.64,1843.14,1,0,1,0,0,0.0,21,10,1,1,0,0,-13.51,38,17.15,0
25,Female,Ontario,10,111582.31,682,15230.46,9912.7,1588.18,3,1,0,0,1,1791.19,29,34,3,0,1,1,2.91,39,30.75,0
53,Male,British Columbia,14,49913.71,613,21526.97,4404.3,1525.64,2,1,1,0,1,1891.78,24,27,4,1,0,0,-8.41,17,25.05,0
54,Male,Quebec,9,88799.89,767,66461.29,6999.38,3820.9,3,1,1,0,0,0.0,13,0,7,1,0,1,-1.9,5,8.45,0
56,Male,Alberta,10,83552.22,730,0.0,6732.97,1546.35,2,0,0,0,0,0.0,25,5,1,2,0,0,1.5,26,18.0,0
61,Male,Quebec,15,103505.84,624,23733.87,7347.07,3299.37,2,1,1,0,0,2940.2,25,0,5,1,0,0,-14.39,19,16.25,0
55,Male,Quebec,12,99348.91,676,0.0,8306.21,4954.41,2,1,0,0,0,3422.95,28,3,7,4,0,0,-5.49,27,19.25,0
55,Male,Alberta,6,101618.18,792,35191.48,8240.76,1110.93,1,1,1,0,0,625.46,16,8,2,1,2,1,7.16,24,13.2,0
56,Female,Alberta,1,58655.02,850,51153.3,4775.11,202.23,2,1,0,0,0,2114.89,3,25,2,1,0,2,16.67,31,10.7,0
34,Male,Ontario,6,82353.95,592,49218.26,7107.56,2336.11,3,0,0,0,1,0.0,12,30,8,3,1,0,-9.33,58,18.3,0
54,Female,Alberta,12,69067.7,585,20275.34,7087.05,2818.74,2,1,0,0,1,3674.82,26,33,2,0,0,0,-7.83,1,28.45,0
42,Male,Quebec,10,71799.5,721,43045.06,6424.79,2545.32,3,1,0,0,0,1089.76,29,1,5,2,1,0,5.59,21,19.2,0
49,Female,Quebec,6,105150.03,620,58793.84,9029.25,50.0,2,1,0,0,0,1247.09,39,18,3,3,0,1,-1.58,30,31.65,0
34,Female,Quebec,11,108516.17,634,43647.51,9071.68,1300.42,2,1,0,0,1,3398.87,44,1,4,0,0,0,2.61,36,28.95,0
65,Female,Alberta,10,70849.58,744,72540.99,5430.18,4848.18,1,1,0,1,0,2354.35,17,15,4,0,0,0,-30.25,32,16.3,0
66,Male,Ontario,0,118153.62,627,35150.57,9132.59,2570.37,1,1,1,0,1,888.88,22,34,1,2,0,0,-5.97,18,26.2,0
47,Female,Ontario,11,76470.53,755,23469.36,7320.43,631.96,3,1,1,0,0,2113.39,38,33,3,0,1,0,-5.68,30,36.25,0
31,Male,British Columbia,13,132922.3,613,60332.24,11786.25,64.63,1,1,0,0,1,2330.18,32,30,0,2,0,0,8.24,41,31.3,0
23,Male,Ontario,9,83937.93,734,74882.2,7246.64,802.48,3,1,0,0,0,1954.52,31,8,3,0,1,0,-18.89,21,22.95,0
71,Female,Quebec,15,65962.0,644,34863.39,6066.78,4438.76,2,1,1,1,1,3273.04,36,12,5,4,0,1,-5.97,30,27.6,0
53,Male,Alberta,3,72815.31,720,38228.68,6373.82,2068.78,1,1,0,0,0,1035.2,11,31,6,2,0,0,-2.1,29,18.0,0
75,Male,Quebec,7,98101.08,613,7631.18,7938.24,2803.69,1,1,0,0,1,1603.69,1,34,3,1,1,0,9.4,55,12.55,0
28,Female,Alberta,12,50828.26,748,23857.57,5219.45,4338.87,1,1,1,0,0,2264.36,32,31,1,1,0,0,17.34,47,31.65,0
55,Female,Ontario,6,79204.71,644,53610.89,6940.74,1480.22,2,0,0,1,0,0.0,37,13,4,1,1,0,11.48,55,28.6,0
42,Female,Ontario,4,85578.92,628,14990.11,7246.15,2182.67,2,1,0,0,0,1979.38,6,5,7,3,0,2,3.11,31,5.65,1
22,Female,Ontario,3,83081.49,731,85813.74,6373.25,4030.42,1,1,0,1,1,2440.57,16,25,2,1,0,0,7.02,31,19.15,0
61,Female,British Columbia,5,64216.56,687,36636.5,4777.75,3269.12,1,0,1,0,0,0.0,0,25,2,1,1,0,-8.95,41,8.75,1
70,Female,Ontario,10,76367.11,680,4125.49,6720.51,4362.86,1,1,0,0,1,2762.94,1,21,3,1,0,0,-0.77,35,8.0,1
39,Female,Alberta,2,115332.26,668,36475.69,9627.4,1043.17,3,1,0,0,0,2962.1,21,13,1,1,0,0,15.03,29,18.2,0
71,Female,Alberta,2,83223.54,528,73309.28,7558.66,3123.28,2,0,1,0,1,0.0,15,15,7,1,0,0,-10.13,34,15.0,0
75,Male,Ontario,0,121483.66,726,25697.46,10612.25,3671.81,1,0,1,1,0,0.0,19,9,4,3,0,0,5.87,39,15.5,0
31,Male,British Columbia,1,25000.0,726,74011.77,1723.98,3776.75,3,1,1,0,0,1473.5,13,7,1,2,0,0,-6.45,29,10.9,0
51,Female,Ontario,2,99969.97,686,11171.21,8883.26,5001.18,1,1,0,0,0,1026.87,21,4,1,3,2,1,-6.14,42,15.05,1
68,Female,Alberta,5,106524.29,795,32022.22,8870.3,1447.48,4,1,0,0,1,2117.88,31,0,0,0,0,0,-1.9,39,20.15,0
55,Male,Alberta,14,67663.49,754,13248.07,6048.69,2266.22,3,0,1,0,0,0.0,18,8,2,0,0,0,38.1,34,14.5,0
45,Male,Alberta,0,69578.75,779,8425.63,5554.5,3384.54,2,1,0,0,0,2841.69,5,12,3,2,2,0,11.52,31,7.45,0
47,Female,Quebec,5,83088.49,618,16435.5,7386.21,724.17,2,1,0,0,0,672.95,30,16,2,1,1,1,-4.99,32,25.1,0
74,Female,Ontario,3,90666.03,652,10176.52,6663.64,5013.37,1,1,0,0,0,3450.16,8,6,1,3,0,0,-34.18,48,7.3,1
57,Female,Ontario,5,114533.04,781,60995.89,10198.67,1902.03,1,1,1,0,0,0.0,27,8,2,4,0,0,-17.26,40,20.35,0
25,Female,Alberta,12,59824.77,746,46205.61,4489.1,3933.36,1,1,0,0,0,3265.24,8,17,4,0,0,0,-26.75,26,11.15,0
62,Female,Quebec,13,33563.82,850,53826.58,2154.7,5457.79,2,0,0,0,0,0.0,30,17,2,2,0,0,1.7,26,25.45,0
34,Female,Alberta,1,42405.06,611,41024.62,2857.13,3700.49,3,1,0,1,0,3537.78,15,24,7,5,3,0,4.65,37,18.15,1
